Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count,Geometry Point
"Construction, Contracting, and Labour Service",CRACKHUNTERS FOUNDATION REPAIR & RADONHUNTERS OF ALBERTA,,498170000-001,Issued,"Mar 06, 2024","Mar 05, 2025",,,,,,,,1,
Food Processing / Catering Service,SOUL BOOCH,,332768066-002,Issued,"Sep 10, 2023","Oct 16, 2024",,,,,,,,1,
"Vehicle Repair, Maintenance, and Modification",A.R.C.THE AUTOMOTIVE REPAIR COMPANY,9617 - 63 AVENUE NW,429515766-002,Issued,"Mar 11, 2024","Feb 21, 2025",,6650,Rosedale Industrial,papastew,53.499386,-113.477471,"(53.49938603143593, -113.477470619971)",1,POINT (-113.477470619971 53.49938603143593)
Manufacturer,COMPRESSOR PRODUCTS INTERNATIONAL,6308 - DAVIES ROAD NW,419708144-002,Issued,"Jan 29, 2024","Feb 24, 2026",,6170,Davies Industrial West,Métis,53.500367,-113.446479,"(53.5003670276964, -113.44647912659084)",1,POINT (-113.44647912659084 53.5003670276964)
Retail Sales (Minor),PINASWERTE,"200, 11810 - ST ALBERT TRAIL NW",435878561-002,Issued,"Dec 29, 2023","Feb 07, 2026",The Crossroads,3170,Dovercourt,Anirniq,53.570963,-113.550686,"(53.57096303593316, -113.5506855795794)",1,POINT (-113.5506855795794 53.57096303593316)
"Construction, Contracting, and Labour Service",FAST DANTE INC.,,410123342-002,Issued,"Sep 06, 2022","Oct 19, 2024",,,,,,,,1,
Alcohol Sales (Consumption Off-Premises),ARGYLL LIQUOR LINK,6922 - 76 AVENUE NW,360562082-002,Issued,"Apr 06, 2024","May 13, 2025",,6260,Girard Industrial,Métis,53.512877,-113.434433,"(53.51287702552549, -113.43443262511195)",1,POINT (-113.43443262511195 53.51287702552549)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",CURRY SPOON,6719 - 177 STREET NW,385651907-002,Issued,"Feb 27, 2024","Mar 15, 2025",,4080,Callingwood South,sipiwiyiniwak,53.502689,-113.625795,"(53.50268904887855, -113.62579508568757)",1,POINT (-113.62579508568757 53.50268904887855)
Cannabis Retail Sales,LAKEWOOD CANNABIS,1525 - LAKEWOOD ROAD WEST NW,369601853-005,Issued,"Dec 13, 2023","Jan 03, 2025",,6470,Meyonohk,Karhiio,53.458238,-113.460825,"(53.458238031894616, -113.46082513743094)",1,POINT (-113.46082513743094 53.458238031894616)
Personal Service,2272864 ALBERTA LTD.,,367420684-002,Issued,"Aug 24, 2024","Sep 21, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",MAJOR PEST CONTROL CANADA LTD.,11307 - 143 STREET NW,463596575-003,Issued,"Apr 19, 2024","Apr 18, 2025",,3230,Huff Bremner Estate Industrial,Anirniq,53.561936,-113.566679,"(53.561936038366866, -113.56667857903243)",1,POINT (-113.56667857903243 53.561936038366866)
Retail Sales (Minor),SPECSAVERS,"229, 1 - LONDONDERRY MALL NW",437651517-002,Issued,"Oct 19, 2023","Dec 01, 2024",,2400,Kildare,tastawiyiniwak,53.602265,-113.445719,"(53.602265021597375, -113.44571859259516)",1,POINT (-113.44571859259516 53.602265021597375)
Administration Office / Professional Service,3NITYLABS INC.,,376212787-002,Issued,"Nov 10, 2022","Nov 03, 2024",,,,,,,,1,
Administration Office / Professional Service,LNN PROTECTION SERVICES LTD.,"3, 9816 - 47 AVENUE NW",463525137-002,Issued,"Feb 09, 2023","Feb 08, 2025",,6560,Papaschase Industrial,Karhiio,53.485616,-113.482700,"(53.48561603287091, -113.48269962339914)",1,POINT (-113.48269962339914 53.48561603287091)
"Construction, Contracting, and Labour Service",CAIRO DEVELOPMENT LTD.,"225, 11150 - JASPER AVENUE NW",521230545-001,Issued,"Aug 02, 2024","Aug 01, 2025",,1150,Oliver,O-day'min,53.541281,-113.513273,"(53.54128103322262, -113.51327259792463)",1,POINT (-113.51327259792463 53.54128103322262)
Administration Office / Professional Service,"SHARI RUSHTON-BROOKS O/A RUSHTON-BROOKS, SHARI",,494495249-001,Issued,"Dec 20, 2023","Dec 19, 2024",,,,,,,,1,
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",HONI HONI,10262 - 103 STREET NW,451592492-002,Issued,"Dec 27, 2023","Dec 04, 2025",Downtown,1090,Downtown,O-day'min,53.544341,-113.497923,"(53.544341031216526, -113.49792310033827)",1,POINT (-113.49792310033827 53.544341031216526)
Delivery and Logistic Service,2XL TRANSPORT LTD.,,477744364-001,Issued,"Jul 18, 2023","Jul 17, 2025",,,,,,,,1,
Participant Recreation Service,SENSE OF SERENITY YOGA AND WELLNESS,,354465927-004,Renewal Notice,"Nov 09, 2023","Sep 08, 2024",,,,,,,,1,
Alcohol Sales (Consumption Off-Premises),SINOCAN SUPPLY INC.,"302, 1230 - 91 STREET SW",362284588-002,Issued,"Sep 01, 2022","Oct 15, 2024",,6214,Ellerslie Industrial,Karhiio,53.422265,-113.476490,"(53.422265035887285, -113.47648964589418)",1,POINT (-113.47648964589418 53.422265035887285)
Delivery and Logistic Service,BHULLAR TRANSPORTATION,,517791559-001,Issued,"Jul 25, 2024","Jul 24, 2025",,,,,,,,1,
"Personal Service, Retail Sales (Minor)",TINALASH PRO INC.,,505855609-001,Issued,"Apr 15, 2024","Apr 14, 2026",,,,,,,,1,
"Construction, Contracting, and Labour Service",J & J ELECTRIC LTD,14237 - 129 AVENUE NW,388883073-002,Issued,"Jul 03, 2024","Jul 20, 2025",,4050,Bonaventure Industrial,Anirniq,53.587154,-113.566962,"(53.58715403692406, -113.56696207048861)",1,POINT (-113.56696207048861 53.58715403692406)
Administration Office / Professional Service,RFORD STUDIO,,494510849-001,Issued,"Jan 27, 2024","Jan 26, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",SALVADOR CONSTRUCTION LTD.,,450250793-002,Issued,"Nov 16, 2022","Nov 15, 2024",,,,,,,,1,
"Construction, Contracting, and Labour Service",HOME RUN CONSTRUCTION,,457738512-001,Issued,"Dec 15, 2023","Dec 15, 2024",,,,,,,,1,
Financial Service,CREATE COMMERCIAL MORTGAGE SERVICES,"208, 6271 - ANDREWS LOOP SW",426881432-002,Issued,"Apr 11, 2024","May 15, 2026",,5505,Ambleside,pihêsiwin,53.426693,-113.589732,"(53.42669304906446, -113.58973211910948)",1,POINT (-113.58973211910948 53.42669304906446)
"Construction, Contracting, and Labour Service",JP MECHANICAL CONTRACTORS INC.,,466396079-002,Issued,"Mar 17, 2024","Apr 16, 2025",,,,,,,,1,
Administration Office / Professional Service,TAILORED INTERIOR INC.,,469445853-002,Issued,"Apr 23, 2024","Apr 20, 2025",,,,,,,,1,
"Retail Sales (Minor), Wholesale, Warehouse, and Storage",SHOP AT HOME,,519583737-001,Issued,"Aug 12, 2024","Aug 11, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",TIRE NEEDS ON WHEELS LTD.,,349836503-001,Issued,"Dec 12, 2023","Dec 13, 2024",,,,,,,,1,
"Personal Service, Health Enhancement Centre (Accredited / Independent)",CHERRILIE THERAPEUTIC MASSAGE,,484193940-001,Issued,"Jan 09, 2024","Jan 08, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",LINEAR FENCE INC.,,468005580-002,Issued,"Mar 12, 2024","Apr 04, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",OLD WORLD PAVING STONES LIMITED,7508 - MOUNT LAWN ROAD NW,452001940-002,Issued,"Nov 16, 2022","Nov 15, 2024",,1270,Yellowhead Corridor East,Métis,53.575742,-113.456721,"(53.57574202446666, -113.45672109904163)",1,POINT (-113.45672109904163 53.57574202446666)
Administration Office / Professional Service,TLOL CONSULTING INC.,,410329081-002,Renewal Notice,"Aug 22, 2023","Oct 04, 2024",,,,,,,,1,
"Construction, Contracting, and Labour Service",RUCON CONSTRUCTION LTD.,14635 - 134 AVENUE NW,452290183-002,Issued,"Nov 16, 2022","Nov 15, 2024",,4050,Bonaventure Industrial,Anirniq,53.592410,-113.573744,"(53.59241003742485, -113.57374356720076)",1,POINT (-113.57374356720076 53.59241003742485)
"Administration Office / Professional Service, Participant Recreation Service",AFRIQUEENBORAH,,469449365-002,Issued,"Jun 12, 2024","Jul 05, 2025",,,,,,,,1,
Administration Office / Professional Service,MIRACLE MILK LACTATION SUPPORT,,485806607-001,Issued,"Dec 05, 2023","Dec 04, 2024",,,,,,,,1,
Personal Service,AESTHETIC INK,"102, 10910 - 105 AVENUE NW",514414629-001,Issued,"Jul 03, 2024","Jul 02, 2025",North Edge,1180,Queen Mary Park,O-day'min,53.548481,-113.508989,"(53.54848103228943, -113.50898859646976)",1,POINT (-113.50898859646976 53.54848103228943)
"Construction, Contracting, and Labour Service",A.J WINDOWS AND DOORS,,514260139-001,Issued,"May 31, 2024","May 30, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",DIVISION 8 WINDOW & GLASS SERVICES,"211, 551 - MISTATIM WAY NW",479464544-001,Issued,"Aug 02, 2024","Sep 10, 2025",,4320,Mistatim Industrial,Anirniq,53.601950,-113.581511,"(53.601950037793195, -113.5815105622482)",1,POINT (-113.5815105622482 53.601950037793195)
Administration Office / Professional Service,PAPASCHASE SECURITY SERVICES INC.,"204, 11445 - 124 STREET NW",414302989-002,Issued,"Dec 28, 2023","Dec 05, 2024",The Crossroads,3240,Inglewood,Anirniq,53.565077,-113.535422,"(53.565077034460685, -113.5354215849761)",1,POINT (-113.5354215849761 53.565077034460685)
"Wholesale, Warehouse, and Storage",ADVANCED BUSINESS SUPPLIES LTD.,"1, 21415 - 100 AVENUE NW",388035984-002,Issued,"Jul 12, 2024","Jul 11, 2025",,4485,Lewis Farms Industrial,Nakota Isga,53.539175,-113.687342,"(53.53917505407355, -113.68734155971639)",1,POINT (-113.68734155971639 53.53917505407355)
Administration Office / Professional Service,EDMONTON TRAVEL,"108, 11523 - 100 AVENUE NW",443784996-002,Renewal Notice,"Aug 24, 2023","Sep 19, 2024",,1150,Oliver,O-day'min,53.538257,-113.520779,"(53.53825703429344, -113.520778597257)",1,POINT (-113.520778597257 53.53825703429344)
"Health Enhancement Centre (Accredited / Independent), Health Enhancement Practitioner (Accredited)",SAMANTHA JEAN  POITRAS,,503086574-001,Issued,"Apr 12, 2024","Apr 11, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",TANGLE RIDGE CUSTOM CRUSHING,"109, 9440 - 49 STREET NW",398093911-002,Issued,"Dec 28, 2022","Oct 17, 2024",,6180,Eastgate Business Park,Métis,53.534234,-113.415794,"(53.534234022048196, -113.41579362215036)",1,POINT (-113.41579362215036 53.534234022048196)
"Construction, Contracting, and Labour Service",LIQUIFORCE,6016 - 72A AVENUE NW,472142302-001,Issued,"May 06, 2024","Jun 14, 2025",,6160,Davies Industrial East,Métis,53.509547,-113.425901,"(53.50954702470908, -113.4259006281397)",1,POINT (-113.4259006281397 53.50954702470908)
"Administration Office / Professional Service, Retail Sales (Minor)",AGROBIOME INC.,11430 - 142 STREET NW,478725068-001,Issued,"Aug 20, 2024","Aug 07, 2025",,3230,Huff Bremner Estate Industrial,Anirniq,53.564429,-113.566679,"(53.56442903822078, -113.56667857819474)",1,POINT (-113.56667857819474 53.56442903822078)
"Retail Sales (Major), Food Processing / Catering Service, Tobacco and Vaping Product Sales",SOBEYS MEADOWBROOK,3819 - 34 STREET NW,373044793-002,Issued,"Sep 22, 2022","Oct 27, 2024",,6390,Larkspur,Sspomitapi,53.473610,-113.391917,"(53.47361002280604, -113.39191664776162)",1,POINT (-113.39191664776162 53.47361002280604)
"Construction, Contracting, and Labour Service",MIO CLEANING CORP.,,383100461-002,Issued,"Jan 22, 2024","Jan 12, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",POP A LOCK EDMONTON,10621 - 172 STREET NW,498704565-001,Issued,"Feb 20, 2024","Feb 19, 2025",,4300,McNamara Industrial,Nakota Isga,53.551469,-113.616687,"(53.551469044936255, -113.61668707136354)",1,POINT (-113.61668707136354 53.551469044936255)
Retail Sales (Minor),ATHLETA #3420,"2674, 8882 - 170 STREET NW",441890015-002,Renewal Notice,"Sep 18, 2023","Sep 21, 2024",,4520,Summerlea,sipiwiyiniwak,53.522273,-113.618303,"(53.5222730468383, -113.61830258079999)",1,POINT (-113.61830258079999 53.5222730468383)
"Construction, Contracting, and Labour Service",PRO-WEST REFRIGERATION LTD.,11428 - WINTERBURN ROAD NW,414190823-002,Issued,"Nov 14, 2022","Nov 24, 2024",,4670,Winterburn Industrial Area West,Nakota Isga,53.564591,-113.690253,"(53.56459105293867, -113.69025305052237)",1,POINT (-113.69025305052237 53.56459105293867)
"Construction, Contracting, and Labour Service",SQUARE GLAZING CONTRACTING,,391896903-002,Issued,"Apr 29, 2024","Apr 22, 2025",,,,,,,,1,
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",TRIPLE L JAPANESES RESTAURANT,"101, 710 - TAMARACK WAY NW",443259110-002,Issued,"Sep 18, 2023","Oct 30, 2024",,6443,Tamarack,Sspomitapi,53.477543,-113.366136,"(53.47754301951419, -113.36613615223982)",1,POINT (-113.36613615223982 53.47754301951419)
"Construction, Contracting, and Labour Service",MOONLIGHT HERITAGE HOMES INC.,,479467689-001,Issued,"Jul 20, 2024","Aug 31, 2025",,,,,,,,1,
Retail Sales (Minor),SUMMERSIDE VALUE DRUG MART,6834 - ELLERSLIE ROAD SW,503796053-001,Issued,"Apr 09, 2024","Apr 08, 2025",,6211,Ellerslie,Karhiio,53.425847,-113.446088,"(53.42584703206927, -113.446087651511)",1,POINT (-113.446087651511 53.42584703206927)
Delivery and Logistic Service,AZGA TOWING LTD,,397791653-002,Issued,"Apr 26, 2024","May 31, 2025",,,,,,,,1,
Retail Sales (Minor),BALLOON BASKETS AND MORE,"181, 1 - LONDONDERRY MALL NW",406974591-002,Issued,"Aug 22, 2024","Sep 22, 2025",,2400,Kildare,tastawiyiniwak,53.602265,-113.445719,"(53.602265021597375, -113.44571859259516)",1,POINT (-113.44571859259516 53.602265021597375)
Second Hand Dealer,PLATO'S CLOSET,10834 - 170 STREET NW,437201016-002,Issued,"Jan 10, 2024","Feb 21, 2026",,4300,McNamara Industrial,Nakota Isga,53.554763,-113.616674,"(53.55476304474192, -113.61667357025992)",1,POINT (-113.61667357025992 53.55476304474192)
Personal Service,SERENITY SKINCARE STUDIO,,421942901-002,Issued,"Mar 27, 2024","Apr 27, 2025",,,,,,,,1,
"Construction, Contracting, and Labour Service",SURFACE REVIVAL 2024 INC.,Non Resident Business,498426294-001,Issued,"Jan 30, 2024","Jan 29, 2025",,,,,,,,1,
Restaurant or Food Service,CHURCH'S TEXAS CHICKEN,15256 - 127 STREET NW,348235199-002,Issued,"Mar 24, 2024","Jan 28, 2026",,3150,Cumberland,Anirniq,53.615990,-113.542820,"(53.615990032360294, -113.54281956618313)",1,POINT (-113.54281956618313 53.615990032360294)
"Construction, Contracting, and Labour Service",RELIANT MAINTENANCE GROUP LTD.,6748 - 99 STREET NW,442880831-002,Issued,"Jan 24, 2024","Jan 15, 2025",,6110,CPR Irvine,papastew,53.504660,-113.487524,"(53.504660032319, -113.48752361595542)",1,POINT (-113.48752361595542 53.504660032319)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Retail Sales (Minor)",BREW AND BLOOM,10550 - 115 STREET NW,387289996-002,Issued,"Mar 19, 2024","Apr 25, 2026",North Edge,1180,Queen Mary Park,O-day'min,53.548958,-113.519996,"(53.54895803357112, -113.51999559384348)",1,POINT (-113.51999559384348 53.54895803357112)
"Vehicle Repair, Maintenance, and Modification",CSN HERBERS WEST,16929 - 107 AVENUE NW,466475320-002,Issued,"May 27, 2024","Jul 05, 2026",,4660,Youngstown Industrial,Nakota Isga,53.552738,-113.613924,"(53.55273804453287, -113.61392407155485)",1,POINT (-113.61392407155485 53.55273804453287)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",LUCKY KITCHEN,10346 - UNIVERSITY AVENUE NW,428172861-002,Issued,"Mar 17, 2024","Apr 28, 2025",Old Strathcona,5151,Strathcona Junction,papastew,53.511725,-113.497028,"(53.511725033031674, -113.49702761146321)",1,POINT (-113.49702761146321 53.511725033031674)
"Scrap Metal Dealer and Recycler, Wholesale, Warehouse, and Storage, Industrial Equipment Sales, Rental, and Repair, Manufacturer",HMFT INC.,7503 - GIRARD ROAD NW,501909810-001,Issued,"Apr 17, 2024","Apr 16, 2025",,6260,Girard Industrial,Métis,53.511545,-113.433290,"(53.511545025468486, -113.43328962581373)",1,POINT (-113.43328962581373 53.511545025468486)
"Retail Sales (Minor), Participant Recreation Service",EDMONTON RIVER FLOAT,,434996954-002,Issued,"Jun 12, 2023","May 30, 2025",,,,,,,,1,
Administration Office / Professional Service,CLUB INDUSTRIAL TRAILERS (2012) LTD.,"202, 17220 - STONY PLAIN ROAD NW",486020285-001,Issued,"Oct 12, 2023","Oct 11, 2024",,4510,Stone Industrial,Nakota Isga,53.542856,-113.618055,"(53.54285604560324, -113.6180550739502)",1,POINT (-113.6180550739502 53.54285604560324)
Retail Sales (Minor),ALL 4 DANCE,11054 - 156 STREET NW,326382786-002,Issued,"Jul 17, 2024","Aug 28, 2025",,4290,Mayfield,Nakota Isga,53.558264,-113.591343,"(53.558264041519564, -113.59134307474748)",1,POINT (-113.59134307474748 53.558264041519564)
Personal Service,NAVI'S SALON,,487362897-001,Issued,"Dec 04, 2023","Dec 03, 2024",,,,,,,,1,
Retail Sales (Minor),MINISO,1 - LONDONDERRY MALL NW,345301972-002,Issued,"Dec 18, 2023","Dec 18, 2024",,2400,Kildare,tastawiyiniwak,53.602265,-113.445719,"(53.602265021597375, -113.44571859259516)",1,POINT (-113.44571859259516 53.602265021597375)
"Vehicle Repair, Maintenance, and Modification",THEDETAILER,,384096391-004,Issued,"Jun 25, 2024","Jun 28, 2025",,,,,,,,1,
Manufacturer,AARON DENTURE CENTRE INC.,8315A - 105 STREET NW,489964978-001,Issued,"Nov 10, 2023","Nov 09, 2024",,5480,Strathcona,papastew,53.519618,-113.499800,"(53.51961803289581, -113.49979960820082)",1,POINT (-113.49979960820082 53.51961803289581)
Travelling or Temporary Sales,EVERCLEAR WINDSHIELD REPAIR,,388620674-002,Issued,"Mar 27, 2024","Apr 26, 2025",,,,,,,,1,
"Restaurant or Food Service, Food Processing / Catering Service",STEVE’S FAMOUS SANDWICH CO.,10629 - 99 AVENUE NW,513722739-001,Issued,"Jun 20, 2024","Jun 19, 2025",Downtown,1090,Downtown,O-day'min,53.537006,-113.504223,"(53.537006032397656, -113.5042231013854)",1,POINT (-113.5042231013854 53.537006032397656)
"Construction, Contracting, and Labour Service",VANGIE'S CLEANING SERVICES,,503018619-001,Issued,"Mar 11, 2024","Mar 10, 2025",,,,,,,,1,
Personal Service,ZINNYA MORNINGSTAR COSMETIC TATTOOING,"201, 12068 - 104 AVENUE NW",474761436-001,Issued,"Jun 21, 2024","Jun 26, 2025",,1150,Oliver,O-day'min,53.547122,-113.528271,"(53.54712203466382, -113.52827109260565)",1,POINT (-113.52827109260565 53.54712203466382)
"Construction, Contracting, and Labour Service",EXTREME AUTO DETAILING INC.,14528 - 118 AVENUE NW,411032790-002,Issued,"Apr 21, 2024","May 10, 2025",,3160,Dominion Industrial,Anirniq,53.570828,-113.572542,"(53.5708280385444, -113.57254207473146)",1,POINT (-113.57254207473146 53.5708280385444)
Delivery and Logistic Service,JAMAL'S FLEET SERVICES,,487757723-001,Issued,"Oct 16, 2023","Oct 15, 2024",,,,,,,,1,
"Retail Sales (Minor), Wholesale, Warehouse, and Storage, Manufacturer",UNBELTS,"203, 8815 - 92 STREET NW",449729863-002,Issued,"Apr 17, 2024","May 24, 2025",French Quarter,6040,Bonnie Doon,Métis,53.523947,-113.467863,"(53.523947028843956, -113.46786311390987)",1,POINT (-113.46786311390987 53.523947028843956)
Personal Service,METAMORPHOSIS,"102, 9145 - 82 AVENUE NW",376649076-004,Issued,"Nov 17, 2023","Nov 30, 2024",French Quarter,6360,King Edward Park,Métis,53.517701,-113.469506,"(53.517701029407824, -113.46950561563192)",1,POINT (-113.46950561563192 53.517701029407824)
"Construction, Contracting, and Labour Service",ACTION FURNACE,8441 - CORONET ROAD NW,466789372-002,Issued,"May 28, 2024","Jun 20, 2025",,6090,Coronet Addition Industrial,papastew,53.500844,-113.453886,"(53.500844028547995, -113.45388612477048)",1,POINT (-113.45388612477048 53.500844028547995)
"Construction, Contracting, and Labour Service",GENESIS PROFESSIONAL CLEANING LTD.,,490401465-001,Issued,"Nov 15, 2023","Nov 14, 2024",,,,,,,,1,
Restaurant or Food Service,TIM HORTONS,16039 - 97 STREET NW,342335703-002,Issued,"Sep 25, 2023","Nov 05, 2024",,2241,Eaux Claires,tastawiyiniwak,53.622344,-113.490867,"(53.6223440257966, -113.4908670756941)",1,POINT (-113.4908670756941 53.6223440257966)
"Industrial Equipment Sales, Rental, and Repair",DONISON & ASSOCIATES LTD.,1101 - 78 AVENUE NW,437195931-002,Issued,"Sep 25, 2023","Oct 04, 2025",,6690,Southeast Industrial,Sspomitapi,53.514146,-113.362586,"(53.51414601691867, -113.36258564082308)",1,POINT (-113.36258564082308 53.51414601691867)
"Administration Office / Professional Service, Construction, Contracting, and Labour Service",EAGLE EYES WELDING AND COATING INSPECTIONS INC.,,488800845-001,Issued,"Jan 30, 2024","Jan 29, 2025",,,,,,,,1,
